,date,AOD_550_maiac_mean_60,AOD_550_AER_mean_60,AOD_550_maiac_mean_61,AOD_550_AER_mean_61
297,1/12/2017,0.222125,0.298170708,0.267375,0.298170708
298,3/12/2017,0.318875,0.373031119,0.383625,0.373031119
299,5/12/2017,0.192,0.194603876,0.212915,0.194603876
300,6/12/2017,0.132,0.196287956,0.148375,0.196287956
301,7/12/2017,0.124,0.166347754,0.173,0.166347754
302,10/12/2017,0.056875,0.066292086,0.106375,0.066292086
303,11/12/2017,0.16875,0.215143365,0.17025,0.215143365
304,12/12/2017,0.06375,0.103505168,0.11675,0.103505168
305,13/12/2017,0.1385,0.14408028,0.14175,0.14408028
306,15/12/2017,0.07675,0.140846663,0.0915,0.140846663
307,18/12/2017,0.23425,0.307031761,0.243,0.307031761
308,21/12/2017,0.203625,0.256172723,0.230125,0.256172723
309,24/12/2017,0.212,0.236677058,0.211375,0.208604899
310,25/12/2017,0.213,0.192510414,0.2005,0.192510414
311,26/12/2017,0.15625,0.197874534,0.199,0.197874534
312,27/12/2017,0.149625,0.184066253,0.153125,0.184066253
313,28/12/2017,0.21275,0.196702042,0.267625,0.196702042
314,30/12/2017,0.219,0.178079852,0.23975,0.178079852
315,1/1/2018,0.687875,0.608410466,0.666375,0.608410466
316,2/1/2018,0.3965,0.379446769,0.44025,0.379446769
317,4/1/2018,0.478,0.547770825,0.528125,0.547770825
318,5/1/2018,0.46554,0.601819979,0.44725,0.601819979
319,6/1/2018,0.23475,0.271942209,0.25425,0.271942209
320,7/1/2018,0.140375,0.13373892,0.148375,0.13373892
321,8/1/2018,0.15775,0.234255787,0.16475,0.234255787
322,9/1/2018,0.029625,0.088906042,0.033625,0.088906042
323,10/1/2018,0.217,0.237583381,0.199,0.237583381
324,11/1/2018,0.296875,0.446418048,0.338625,0.446418048
325,12/1/2018,0.1555,0.21169175,0.156375,0.21169175
326,13/1/2018,0.122625,0.152587469,0.16425,0.152587469
327,14/1/2018,0.135,0.190953909,0.14625,0.190953909
328,15/1/2018,0.118125,0.144495175,0.133125,0.144495175
329,16/1/2018,0.189625,0.281615931,0.19825,0.281615931
330,21/1/2018,0.11125,0.100945946,0.1215,0.100945946
331,23/1/2018,0.39667,0.481268795,0.40175,0.481268795
332,2/2/2018,0.2345,0.198391369,0.21,0.198391369
333,13/2/2018,0.446125,0.623459701,0.438,0.623459701
334,15/2/2018,0.14575,0.213951566,0.16725,0.213951566
